Company,Month,Revenue,Expenses,Profit
Stewart Ltd,2002-12,99167.74,62689.82,36477.920000000006
"Mcguire, Hernandez and Horton",2022-03,73250.2,67935.42,5314.779999999999
Wilson-Mercer,2006-06,67295.39,53372.08,13923.309999999998
Ford-Bowen,1995-10,10914.57,10518.74,395.8299999999999
Duncan LLC,2008-01,31980.69,13352.35,18628.339999999997
Duran Group,1982-01,91089.72,21951.58,69138.14
Johnson Inc,2011-06,39428.37,37988.37,1440.0
Glass-Armstrong,1984-06,78981.82,55438.06,23543.76000000001
"Stephenson, Brennan and Lynch",1981-02,97641.17,85113.83,12527.339999999997
Smith-Mcbride,1973-05,11106.09,10594.14,511.9500000000007
Elliott and Sons,1970-03,81848.08,77472.33,4375.75
Jones-Bowen,1980-04,78388.25,35411.98,42976.27
"Turner, Mclean and Howard",1981-12,15703.19,15675.86,27.329999999999927
Morris PLC,2009-12,94216.97,25604.32,68612.65
Daniels PLC,1977-03,78879.26,67586.23,11293.029999999999
Pace Group,1992-04,95105.72,87338.74,7766.979999999996
"Tucker, Spears and Lane",2009-08,78078.35,56997.36,21080.990000000005
"Mitchell, Salazar and Miller",1980-07,28472.42,19630.13,8842.289999999997
Harper-Curtis,1978-07,73622.81,19557.9,54064.909999999996
Jensen-Castillo,1976-07,67626.05,53758.86,13867.190000000002
"Berry, Norman and Gordon",2011-11,42536.7,33407.95,9128.75
Bryant Inc,2013-04,90630.67,82916.31,7714.360000000001
White LLC,1982-11,38658.31,31719.89,6938.419999999998
Howe-Alexander,1986-08,22256.73,14540.85,7715.879999999999
Vargas-Roberts,2023-04,91493.24,24300.43,67192.81
Jackson-Herrera,2022-12,15616.15,12974.58,2641.5699999999997
Nguyen-Ross,1996-09,38043.59,28832.35,9211.239999999998
Thomas-Montoya,1984-12,55946.79,53432.36,2514.4300000000003
Herman Ltd,1992-03,48943.05,34343.0,14600.050000000003
"Davidson, Evans and Price",1998-03,94111.96,45704.1,48407.86000000001
"Mcintyre, Hampton and Gomez",1975-01,26289.64,15737.5,10552.14
Moses PLC,2017-07,88919.16,77701.37,11217.790000000008
Mayo-Sanchez,2000-10,65605.34,40896.37,24708.969999999994
Peterson-Ross,2022-11,48516.27,13528.36,34987.909999999996
Lopez-Jenkins,1978-08,38487.61,20784.18,17703.43
"Steele, Parker and Collins",2009-11,12222.28,10292.63,1929.6500000000015
"Tran, Schmidt and Oconnor",1998-07,62467.82,12703.56,49764.26
Sanchez-Lee,1973-06,38325.07,23138.34,15186.73
Smith-Rodriguez,1999-01,63099.64,57421.42,5678.220000000001
Rodriguez and Sons,2010-10,88282.18,83748.89,4533.289999999994
Allen and Sons,1999-10,29144.57,13505.3,15639.27
Mcguire-Collins,2017-05,19777.44,13602.04,6175.399999999998
Allen LLC,1980-04,16463.4,13701.03,2762.370000000001
Davis LLC,1987-06,96852.99,86973.07,9879.919999999998
"Pugh, Garcia and Schmitt",1991-11,16259.26,10394.34,5864.92
Thomas and Sons,2005-11,62804.38,34673.87,28130.509999999995
Carlson and Sons,2019-03,90678.62,68053.49,22625.12999999999
Bennett-Fischer,1988-04,74458.91,55012.02,19446.890000000007
Gilbert PLC,1984-05,70801.72,51970.81,18830.910000000003
Blackwell Ltd,2013-07,98009.14,85559.78,12449.36
"Erickson, Powell and Shaw",2020-09,14374.66,13613.4,761.2600000000002
Johnson Inc,2019-11,48923.14,18473.12,30450.02
Benitez-Dixon,1988-03,17172.11,14086.25,3085.8600000000006
"Moore, Johns and Sellers",1977-08,96713.91,47002.47,49711.44
Lee Ltd,1976-09,32974.05,26246.71,6727.340000000004
Scott-Oliver,2009-10,82228.89,58650.02,23578.870000000003
Martinez-Castillo,2005-04,16068.48,10749.27,5319.209999999999
Smith-Freeman,2016-04,64233.49,62965.82,1267.6699999999983
Gillespie-Ortega,2004-10,68680.39,35150.59,33529.8
Evans Inc,2005-03,15917.88,14212.32,1705.5599999999995
"Watson, Boyd and Guzman",1994-09,80976.47,36690.17,44286.3
"Rich, Sparks and Benson",2001-09,66101.32,37331.79,28769.530000000006
"Edwards, Williams and Roberts",1999-12,89897.97,88534.59,1363.3800000000047
Tucker-Johnson,2003-09,28521.31,20320.6,8200.710000000003
Williams-Myers,1971-09,98945.63,29249.58,69696.05
"Robinson, Berry and Evans",1985-12,54269.46,10975.86,43293.6
Hill-Baker,1980-05,33846.56,28954.76,4891.799999999999
Norman-Vazquez,1970-06,92058.98,82142.04,9916.940000000002
"Andrews, Lloyd and Glover",2020-03,24528.5,13541.26,10987.24
Diaz-Sanchez,1977-08,22841.47,18084.37,4757.100000000002
"Bridges, Smith and Wiggins",1979-04,30386.19,11664.57,18721.62
Perez Ltd,1993-03,12620.7,12087.56,533.1400000000012
"Hooper, Love and Freeman",2021-11,23472.31,12875.59,10596.720000000001
Scott-Brewer,2001-09,63461.36,34609.56,28851.800000000003
"Conner, Pennington and Richards",1975-01,93102.97,27995.21,65107.76
"Gaines, Williams and Mccoy",1989-03,56576.14,48071.53,8504.61
Davis LLC,1971-06,71771.76,29029.95,42741.81
Peterson-Carpenter,2008-05,72737.65,43040.63,29697.019999999997
Richards-Gonzalez,1971-12,82465.97,23800.12,58665.850000000006
"Miller, Morales and Morgan",1989-02,58659.53,34311.69,24347.839999999997
"Gillespie, Marquez and Hayes",2008-05,17227.12,11905.45,5321.669999999998
Coleman-Bailey,1974-11,43521.07,19946.31,23574.76
Jones Ltd,1982-06,47991.12,22899.27,25091.850000000002
Rose PLC,1971-08,51723.26,32146.17,19577.090000000004
"Ortiz, Pittman and Garcia",1974-09,89459.78,46831.46,42628.32
Zimmerman Group,2017-07,91110.35,55092.95,36017.40000000001
Martinez Group,1998-12,66361.92,48381.07,17980.85
"Cameron, Green and Cardenas",2009-05,17683.74,12796.2,4887.540000000001
"Burke, Dyer and Gray",1972-05,59421.68,34487.05,24934.629999999997
Cooper-Gardner,2016-02,55416.42,37696.03,17720.39
Rogers Ltd,2014-08,42973.93,37871.52,5102.4100000000035
Nunez and Sons,2014-06,52192.59,15625.79,36566.799999999996
Cook-Chase,1994-03,11796.55,10197.61,1598.9399999999987
Hunter-Reed,1977-10,57062.56,13594.19,43468.369999999995
Cordova-Williams,2007-10,60475.05,10207.48,50267.57000000001
"Mendez, Johnson and Keith",1981-01,10078.04,10015.79,62.25
Smith-Stewart,1988-06,68813.05,67711.62,1101.4300000000076
Hill-Porter,1979-03,20857.45,15214.71,5642.740000000002
Baxter Group,1984-06,52985.94,11832.46,41153.48
Campbell Ltd,1978-12,28783.55,14041.33,14742.22
Knapp-Gordon,1981-09,43419.59,18740.42,24679.17
Beasley-Chavez,2011-11,65842.39,55914.57,9927.82
Carlson-Riley,1989-12,73688.9,45818.46,27870.439999999995
Bowers-Swanson,2013-06,30623.08,21212.34,9410.740000000002
Proctor Group,2002-09,93103.55,25727.97,67375.58
Miller-Griffin,2000-08,19965.36,15604.24,4361.120000000001
Thompson LLC,1973-12,79406.77,31343.12,48063.65000000001
Grimes-Perez,1983-12,63873.08,32199.6,31673.480000000003
Gaines Inc,2019-10,40058.32,23668.5,16389.82
Carter Group,1999-08,92798.1,51319.2,41478.90000000001
Holmes-Smith,2002-10,43496.28,31960.5,11535.779999999999
"Anderson, Glass and Gray",1974-10,18781.03,10456.14,8324.89
"King, Franklin and Mccarty",2016-05,97121.84,34686.76,62435.079999999994
Douglas Ltd,1991-05,57969.24,18255.25,39713.99
Yates-Fletcher,1981-04,27619.21,22775.52,4843.689999999999
"Brown, Cohen and Cuevas",1998-11,49994.81,19916.07,30078.739999999998
"Blackwell, Bonilla and Baker",1991-10,34087.67,27191.42,6896.25
"Golden, Crosby and Jackson",1970-09,13986.77,11563.28,2423.49
"Mitchell, Johnson and Zimmerman",1983-10,28771.99,19538.88,9233.11
"Mcmahon, Middleton and Freeman",1994-10,99275.5,89759.76,9515.740000000005
Hunter Ltd,1987-01,40813.22,33488.69,7324.529999999999
Campbell LLC,1995-04,23463.45,12250.59,11212.86
Reynolds-Phillips,2021-04,80182.35,73925.94,6256.4100000000035
Hernandez-Taylor,1987-08,77775.22,65299.91,12475.309999999998
"Clarke, Price and Day",2020-03,82118.96,42556.44,39562.520000000004
White Ltd,2015-06,88014.13,29568.31,58445.82000000001
"Middleton, Perez and Garcia",2003-06,89072.66,48313.7,40758.96000000001
Richards PLC,2019-03,81015.03,55538.08,25476.949999999997
Stewart PLC,2019-07,72458.45,62581.31,9877.14
"Smith, Morgan and Walker",2005-08,42983.85,41199.21,1784.6399999999994
"Smith, Moore and Schmidt",1986-11,77142.06,71266.13,5875.929999999993
Gomez-Gilmore,1998-03,96136.84,60114.19,36022.649999999994
Stephens-Anderson,2022-02,58756.52,47839.63,10916.89
Becker Inc,2004-11,73525.7,26526.8,46998.899999999994
Bullock-Lee,1981-02,19914.62,10482.12,9432.499999999998
Mcconnell-Benson,1974-09,87989.3,87473.41,515.8899999999994
Brandt-Sanchez,1981-06,15718.79,15662.48,56.31000000000131
Page-Hunt,2017-10,77371.82,50018.93,27352.890000000007
"Thompson, Macias and Rogers",1973-05,50942.74,42723.69,8219.049999999996
Fitzgerald LLC,2022-05,50282.1,14456.02,35826.08
Cummings-Davis,2021-01,41634.0,41594.62,39.37999999999738
"Mendoza, Mitchell and Compton",1977-09,31556.65,20025.06,11531.59
Lee-Woods,1999-08,56099.41,39436.57,16662.840000000004
Hunter Group,1997-09,49027.56,14124.13,34903.43
Lambert-Juarez,1990-04,76335.38,60862.6,15472.780000000006
Brooks-Cline,1982-10,28637.63,24923.0,3714.630000000001
Pollard-Perez,1970-01,78781.64,61901.06,16880.58
Brown-Lopez,1970-05,23759.03,13406.1,10352.929999999998
Wilson-Gomez,2011-06,33814.56,25904.34,7910.2199999999975
Chandler-Perkins,1998-12,35475.18,18581.7,16893.48
"Hutchinson, Miller and Melton",2000-10,70241.53,33726.11,36515.42
Foster-Johnson,1983-07,17658.26,11999.94,5658.319999999998
Roberts Inc,2009-06,26093.31,22234.52,3858.790000000001
"Giles, Freeman and Baldwin",1983-12,83068.1,11686.65,71381.45000000001
"Cox, Wright and Campbell",2018-08,63434.37,44346.76,19087.61
Murphy-Carson,1986-06,25818.92,24378.24,1440.6799999999967
Carlson-Sloan,2010-11,25537.35,19557.01,5980.34
"Cochran, Casey and Watkins",1976-07,60312.02,18551.41,41760.61
Myers Group,1987-02,18337.51,16193.55,2143.959999999999
"Johnson, Barron and Jones",1986-01,52774.78,18950.65,33824.13
Gray PLC,2007-06,70805.46,58701.08,12104.380000000005
Cooper-Frank,2006-01,18510.17,12686.1,5824.069999999998
Myers PLC,2018-04,50239.2,40879.0,9360.199999999997
Higgins and Sons,2013-03,89315.65,74394.55,14921.099999999991
Arellano-Schultz,1994-10,57531.83,17760.43,39771.4
Boone PLC,2017-09,12329.14,12197.31,131.82999999999993
"Fox, Fernandez and Acosta",2012-04,96603.53,53372.91,43230.619999999995
"Ramos, Holmes and Smith",1978-04,15873.82,15837.68,36.13999999999942
Williams Inc,2020-12,93560.17,44838.41,48721.759999999995
Meyer PLC,1982-09,60959.36,23068.3,37891.06
Greene-Fisher,1986-06,28804.64,10253.39,18551.25
Butler Ltd,2013-08,15141.65,11330.73,3810.92
Turner and Sons,1970-07,84760.09,63684.02,21076.07
Williams-Jones,1981-12,96190.63,21274.63,74916.0
Warner-Lewis,1998-05,12371.17,11466.09,905.0799999999999
Williams-Perez,1996-04,54832.47,42894.51,11937.96
Hines Inc,1989-04,54098.4,22048.37,32050.030000000002
"Williams, Wallace and Stanley",2004-09,43884.66,14645.73,29238.930000000004
Strickland-Black,1971-04,70262.56,17026.44,53236.119999999995
Ross-Welch,1981-07,81681.11,41914.48,39766.63
Gilbert Inc,1985-05,71936.78,71605.72,331.0599999999977
"Campbell, Brown and Tate",2001-03,33450.19,25007.35,8442.840000000004
Lewis Group,2011-07,45536.03,44974.03,562.0
Williams-Decker,1975-09,21911.35,10256.28,11655.069999999998
Miller-Turner,1989-09,65510.47,55902.81,9607.660000000003
Robinson Ltd,1978-04,16987.9,15000.45,1987.4500000000007
"Schmidt, Yoder and Sanchez",1987-04,52751.07,41407.38,11343.690000000002
Mcmillan Group,1977-03,51207.32,24385.78,26821.54
"Fisher, Hughes and Brown",1974-12,32723.0,25380.09,7342.91
Myers-Downs,1999-09,53646.14,29830.67,23815.47
Bauer-Gonzales,1972-12,92754.72,92378.18,376.54000000000815
"Banks, Kennedy and Mendoza",1989-05,17147.61,14976.92,2170.6900000000005
Brown Ltd,1973-09,61442.14,33222.83,28219.309999999998
"Fernandez, Davila and Williamson",1976-07,17242.27,15909.68,1332.5900000000001
Kane and Sons,2007-01,83519.22,63754.63,19764.590000000004
Hill-Harper,1997-12,77867.72,46547.13,31320.590000000004
"Brown, Matthews and Bennett",1997-08,97786.68,17363.69,80422.98999999999
Miller-Lutz,2013-10,33030.86,30478.43,2552.4300000000003
"Turner, Williams and Smith",2005-11,64273.65,60530.51,3743.1399999999994
"Tate, Byrd and Richardson",2000-04,58101.94,37855.76,20246.18
"Nelson, Mason and Oconnell",1992-10,59884.31,35623.05,24261.259999999995
Foster Group,1990-03,35577.79,33292.84,2284.9500000000044
Hayes-Lee,2018-08,15778.24,14019.82,1758.42
Lane-Soto,1975-08,20614.49,12281.69,8332.800000000001
Turner-Mcdaniel,2020-12,95528.99,83314.31,12214.680000000008
"Padilla, Smith and Mitchell",1976-06,46371.57,15223.96,31147.61
"Vazquez, Gallagher and Hendrix",1984-09,67909.53,12130.73,55778.8
Robinson Ltd,1973-08,89821.98,43884.97,45937.009999999995
"Stone, Cooley and Wilson",2023-05,17951.32,13399.78,4551.539999999999
"Frederick, Klein and Thomas",2003-11,17657.9,10015.03,7642.870000000001
"Stewart, Sherman and Kaiser",1989-01,71510.45,11532.83,59977.619999999995
"Williams, Aguilar and Garrett",1970-02,79570.98,50265.06,29305.92
"Goodman, Douglas and Morgan",1976-11,11594.16,10339.02,1255.1399999999994
Shea Ltd,2002-09,92449.12,49289.41,43159.70999999999
Myers and Sons,2019-12,12479.55,10310.57,2168.9799999999996
Hansen-Berry,1981-07,77149.41,12626.23,64523.18000000001
Waters-Frazier,2020-07,24290.84,17134.55,7156.290000000001
"West, Davis and Flowers",1984-04,37363.34,35483.69,1879.6499999999942
"Dominguez, Clark and Reid",1997-10,55711.79,53969.4,1742.3899999999994
Freeman and Sons,2006-12,99012.97,24613.7,74399.27
Johnson-Romero,1980-05,78656.92,35241.88,43415.04
"Taylor, Hall and Jones",2012-05,47116.37,24430.97,22685.4
"Peterson, Smith and Sanchez",2009-08,50335.42,46775.51,3559.909999999996
"Conner, Clark and Harrison",1982-06,58347.05,10566.34,47780.71000000001
White-Hopkins,1987-08,40503.47,36815.11,3688.3600000000006
"Hamilton, Warren and Valentine",2007-11,90525.03,22652.22,67872.81
Hayes LLC,2015-06,17172.95,11875.78,5297.17
Wallace Inc,1992-06,71471.22,50629.02,20842.200000000004
"Morales, Jones and Cobb",1996-11,56800.88,21903.51,34897.369999999995
Melton-Costa,2014-10,58530.35,26135.34,32395.01
"Harding, Davis and Fernandez",1994-08,38286.66,18766.69,19519.970000000005
Smith and Sons,1970-02,95981.41,93593.94,2387.470000000001
Nunez Group,1971-10,65397.61,54546.43,10851.18
Werner-Warren,2000-12,43869.86,29936.82,13933.04
Gomez and Sons,2009-08,78469.46,18712.18,59757.280000000006
"Rivera, Rogers and Peterson",2006-11,42358.33,33762.55,8595.779999999999
Thompson PLC,1991-10,48580.56,19696.67,28883.89
Smith and Sons,2021-01,81663.85,44442.69,37221.16
Flores-Ballard,1995-11,76208.07,35960.56,40247.51000000001
Stewart-Bowman,1990-03,12558.13,11621.05,937.0799999999999
"Neal, Robinson and Barrett",1979-02,32811.73,25811.49,7000.240000000002
Wright Inc,1986-05,54937.14,18327.51,36609.630000000005
"Wilcox, Rogers and Alvarez",2007-07,61339.79,55516.09,5823.700000000004
Ross Inc,1996-10,90792.81,14235.84,76556.97
Johnson-Reilly,1984-05,16423.93,10706.99,5716.9400000000005
Cabrera-Warren,1972-06,41901.41,13770.87,28130.54
"Cruz, Chang and Sherman",1972-05,57471.54,18234.15,39237.39
"Meyer, Hernandez and Guerrero",2008-11,21733.09,16931.1,4801.990000000002
Harris PLC,2022-02,69110.77,65172.94,3937.8300000000017
Diaz and Sons,2014-09,43609.33,16313.1,27296.230000000003
Stephenson Inc,1987-01,14154.05,13302.55,851.5
Hall and Sons,2023-08,22764.8,14736.03,8028.769999999999
"Garcia, Klein and Perez",2003-03,10288.11,10105.09,183.02000000000044
Scott-Martin,2002-09,36123.09,16399.74,19723.349999999995
Tran-Lewis,1977-11,45703.92,12287.57,33416.35
"Solis, Harvey and Bass",1979-02,11014.98,10259.32,755.6599999999999
Vincent Group,1992-03,87371.4,82620.98,4750.419999999998
"Yates, Stephens and Jones",1996-09,81155.74,45379.05,35776.69
Rivera-Sandoval,1991-11,79544.64,40878.84,38665.8
Hawkins-Garcia,2017-08,36574.6,22782.78,13791.82
"Hunter, Park and Nguyen",2016-08,26398.62,16170.27,10228.349999999999
"Gonzalez, Murphy and Davenport",1998-09,80259.63,28085.86,52173.770000000004
Garrett and Sons,2003-07,15173.39,10352.15,4821.24
Graves-Mason,2017-07,75673.9,56213.18,19460.719999999994
"Young, Leonard and Mitchell",1993-11,15313.99,11365.62,3948.369999999999
"Chen, House and King",1981-05,64438.02,13018.59,51419.42999999999
Brown-French,2002-09,38318.92,21614.96,16703.96
Bowen-Weber,2017-02,86092.52,11028.34,75064.18000000001
"Walker, Davis and Wilson",1983-12,50291.04,26023.16,24267.88
Johnson and Sons,2013-11,45948.94,31333.87,14615.070000000003
"Freeman, Skinner and Graves",1978-12,97960.4,66724.53,31235.869999999995
Jones-French,2012-06,63408.71,41814.95,21593.760000000002
Torres-Hunter,1994-07,67571.5,17102.39,50469.11
"Flynn, Young and Rice",2016-08,39991.98,32308.01,7683.970000000005
"Freeman, Williamson and Santiago",2004-02,42312.61,38150.58,4162.029999999999
Riley-Richardson,2010-04,20475.56,14776.11,5699.450000000001
Powers Ltd,2008-05,90650.02,23762.25,66887.77
"Payne, Burnett and Perry",1974-02,49186.95,23633.05,25553.899999999998
Hayes and Sons,2018-02,70807.89,68586.99,2220.899999999994
Scott-Garrett,2005-12,96554.87,50964.88,45589.99
Ashley-Delgado,1978-05,14362.08,13124.38,1237.7000000000007
"Nunez, Torres and Martinez",1981-01,46968.86,36993.47,9975.39
Ritter-West,1988-01,11464.32,11260.62,203.6999999999989
"Johnson, Wilkinson and Thomas",1974-08,97800.32,19915.21,77885.11000000002
"Marsh, Bennett and Miller",1993-09,27225.26,16271.29,10953.969999999998
Green LLC,1981-04,17588.7,16284.82,1303.880000000001
"Reese, Sullivan and Griffin",2017-06,65836.15,54860.3,10975.849999999991
Holland Group,2001-05,65924.21,38093.98,27830.230000000003
David-Keller,2006-01,95100.96,19746.03,75354.93000000001
"Warren, Ortiz and Thomas",2009-03,72867.7,12602.16,60265.53999999999
Lucas-Wilson,1971-07,65610.02,17316.98,48293.04000000001
Mendoza Group,2005-04,34426.21,24671.78,9754.43
West-Gutierrez,1987-08,66972.33,18873.68,48098.65
"Mathews, Hicks and Rodgers",1997-02,44619.92,10362.88,34257.04
"Johnson, Green and Robinson",1991-09,60570.17,33210.18,27359.989999999998
"Morris, Dickerson and Graves",2001-07,30296.4,22440.42,7855.980000000003
Ewing LLC,1972-11,23753.02,21021.92,2731.100000000002
Carter-Duffy,1978-01,45589.54,41243.66,4345.879999999997
Robinson-Castillo,1979-02,40235.88,21469.32,18766.559999999998
Trujillo-Mendoza,1999-10,47545.56,39626.28,7919.279999999999
Dyer Inc,1972-01,36362.63,14930.23,21432.399999999998
Moore Ltd,1976-01,93595.4,74613.53,18981.869999999995
Graham-Harris,1998-04,95774.84,34368.09,61406.75
Knight LLC,2009-06,61667.62,12952.47,48715.15
Nunez Ltd,2019-03,95058.37,54978.13,40080.24
"Rice, Hernandez and Newton",1985-10,42955.91,14178.19,28777.72
"Carter, Moran and Clark",2005-12,33919.85,13780.2,20139.649999999998
"Turner, Gates and Thomas",1976-11,67232.92,43812.38,23420.54
"Whitaker, Rodriguez and Taylor",2014-02,94715.86,38189.21,56526.65
"Gardner, Martin and Castillo",2006-07,70592.95,62947.72,7645.229999999996
Howell-Rich,2003-09,97001.3,35867.76,61133.54
Mcdonald-Evans,1976-07,90804.56,80023.99,10780.569999999992
"Cook, Bartlett and Tapia",2003-09,79699.95,35969.39,43730.56
Parks-Mckay,1970-12,69920.55,65993.0,3927.550000000003
"Allen, Mann and Kelly",2015-11,31193.63,29193.62,2000.010000000002
Poole Ltd,1980-08,22963.31,12518.62,10444.69
"Elliott, Finley and Barr",1991-02,89723.89,70787.31,18936.58
Thompson LLC,1984-08,36853.23,14122.24,22730.990000000005
"Hall, Williams and Marshall",1973-01,54481.14,52605.83,1875.3099999999977
Collins LLC,1979-11,16496.47,15038.16,1458.3100000000013
"Perry, Sanders and Brady",2016-08,24946.93,21989.99,2956.9399999999987
